Contract_ID,Collection_Period,Domain_Type,Deployment_Gas,Owner_Gas,User_Gas,Admin_Gas,Mean_Gas,Vulnerability_Count,Vulnerability_Score,Fairness_Variance,Loop_Gas_Share,Storage_Gas_Share,Runtime_ms,Anomaly_Flag
C_2025_03700,Nov-2025,DAO,116277.42,47995.9,71118.72,59729.06,59614.56,0,0.0,0.158,0.363,0.647,52.72,0
C_2025_03701,Nov-2025,NFT,196896.46,38571.91,81925.6,48311.15,56269.56,1,0.2,0.33,0.368,0.635,79.81,0
C_2025_03702,Nov-2025,Wallet,113352.89,34938.44,70623.42,33734.45,46432.1,0,0.0,0.369,0.393,0.604,71.39,0
C_2025_03703,Nov-2025,Marketplace,128927.65,52717.8,73233.07,60394.54,62115.14,2,0.4,0.136,0.397,0.585,93.18,0
C_2025_03704,Nov-2025,Wallet,112695.5,58000.61,96270.75,60922.07,71731.14,2,0.4,0.242,0.382,0.623,41.26,0
C_2025_03705,Nov-2025,DeFi,123956.89,38166.28,85673.56,39709.71,54516.51,0,0.0,0.404,0.374,0.65,59.2,0
C_2025_03706,Nov-2025,Token,69360.69,43639.58,80802.01,52631.46,59024.35,1,0.2,0.268,0.384,0.611,87.38,0
C_2025_03707,Nov-2025,NFT,162658.74,49230.04,95823.41,63189.28,69414.24,0,0.0,0.281,0.362,0.582,82.12,0
C_2025_03708,Nov-2025,Energy,96499.19,43903.78,89700.92,40328.34,57977.68,0,0.0,0.388,0.37,0.586,59.09,0
C_2025_03709,Nov-2025,Wallet,106539.81,43511.19,97351.53,46362.81,62408.51,1,0.2,0.396,0.353,0.638,58.23,0
C_2025_03710,Nov-2025,Token,71777.64,47314.29,344826.0988947856,56895.67,68173.7,5,0.2,0.5425214118072207,0.398,0.641,52.99,1
C_2025_03711,Nov-2025,Energy,105375.77,60343.52,126051.4,58306.39,81567.11,1,0.2,0.386,0.377,0.574,64.89,0
C_2025_03712,Nov-2025,Token,71398.51,52850.24,74776.52,66449.01,64691.92,2,0.4,0.14,0.393,0.616,67.98,0
C_2025_03713,Nov-2025,Token,61122.59,59819.67,84748.96,72490.33,72352.99,3,0.6,0.141,0.398,0.625,59.06,0
C_2025_03714,Nov-2025,DAO,122086.64,39024.81,76939.73,49466.86,55143.8,4,0.8,0.29,0.392,0.642,43.72,0
C_2025_03715,Nov-2025,Token,57597.31,69631.18,127961.57,75477.71,91023.48,2,0.4,0.288,0.36,0.575,76.32,0
C_2025_03716,Nov-2025,DeFi,127945.61,48655.53,91785.98,44641.9,61694.47,0,0.0,0.346,0.393,0.635,59.13,0
C_2025_03717,Nov-2025,Wallet,116352.5,48525.24,59860.42,54936.3,54440.65,3,0.6,0.085,0.372,0.617,93.2,0
C_2025_03718,Nov-2025,NFT,181338.34,55930.99,129409.81,52244.12,79194.97,1,0.2,0.449,0.359,0.613,88.71,0
C_2025_03719,Nov-2025,NFT,203876.01,59343.76,79222.02,69191.51,69252.43,2,0.4,0.117,0.379,0.592,70.73,0
C_2025_03720,Nov-2025,Token,62491.71,41502.75,69996.97,49577.44,53692.39,3,0.6,0.223,0.389,0.6,50.64,0
C_2025_03721,Nov-2025,NFT,163455.98,53108.97,76030.77,63916.77,64352.17,2,0.4,0.145,0.393,0.622,85.87,0
C_2025_03722,Nov-2025,Marketplace,117682.22,63422.31,85126.26,75115.76,74554.78,1,0.2,0.119,0.387,0.605,70.77,0
C_2025_03723,Nov-2025,DeFi,117017.26,47607.81,188606.86793747512,57487.99,58550.3,4,0.2,0.3121665931384825,0.4,0.571,76.05,1
C_2025_03724,Nov-2025,NFT,178298.43,55648.91,124583.44,71817.63,84016.66,2,0.4,0.35,0.374,0.634,86.93,0
C_2025_03725,Nov-2025,DeFi,134667.8,58855.83,107120.13,60299.87,75425.28,0,0.0,0.297,0.388,0.578,58.13,0
C_2025_03726,Nov-2025,Wallet,109132.41,55614.58,74120.85,65050.4,64928.61,4,0.8,0.116,0.391,0.58,63.45,0
C_2025_03727,Nov-2025,Healthcare,104847.06,36113.69,140604.68926328802,36885.64,38858.22,7,0.4,0.13496842495568379,0.379,0.579,92.11,1
C_2025_03728,Nov-2025,Wallet,94131.62,45963.2,88289.18,55136.14,63129.51,0,0.0,0.288,0.364,0.632,67.89,0
C_2025_03729,Nov-2025,Token,70570.32,48817.01,64262.5,55955.43,56344.98,1,0.2,0.112,0.361,0.613,41.56,0
C_2025_03730,Nov-2025,Token,69157.45,50839.49,113556.34,52783.53,72393.12,0,0.0,0.402,0.373,0.589,93.45,0
C_2025_03731,Nov-2025,NFT,174540.94,51006.0,232462.11541556378,64484.03,62187.59,7,0.4,0.2199047845999332,0.372,0.64,50.16,1
C_2025_03732,Nov-2025,DeFi,130008.82,56654.77,231563.16104958777,51054.03,64131.59,6,0.2,0.4300097384146897,0.382,0.578,44.84,1
C_2025_03733,Nov-2025,Token,87811.26,51786.97,92614.11,56096.38,66832.49,2,0.4,0.274,0.36,0.564,78.13,0
C_2025_03734,Nov-2025,Wallet,79470.14,58298.12,412346.63776551886,60065.59,82941.87,6,0.2,0.7411138019508327,0.387,0.62,84.13,1
C_2025_03735,Nov-2025,NFT,181177.57,53681.96,123352.39,55735.93,77590.1,3,0.6,0.417,0.368,0.637,57.79,0
C_2025_03736,Nov-2025,NFT,183074.21,41980.59,52702.78,44148.5,46277.29,2,0.4,0.1,0.398,0.632,94.32,0
C_2025_03737,Nov-2025,NFT,225214.87,58929.63,134773.06,64653.0,86118.56,2,0.4,0.4,0.388,0.617,81.01,0
C_2025_03738,Nov-2025,DeFi,126584.06,66262.97,91139.07,80454.99,79285.68,0,0.0,0.129,0.4,0.633,76.9,0
C_2025_03739,Nov-2025,Token,65758.09,53145.09,67672.98,59721.95,60180.01,1,0.2,0.099,0.373,0.627,67.66,0
C_2025_03740,Nov-2025,DeFi,101486.98,48055.65,91393.87,48024.72,62491.41,1,0.2,0.327,0.367,0.555,58.9,0
C_2025_03741,Nov-2025,Marketplace,123468.68,53962.78,454346.3927257981,64673.76,83624.43,5,0.2,0.779676808575131,0.356,0.613,68.04,1
C_2025_03742,Nov-2025,Wallet,96591.52,56042.87,90830.78,56986.53,67953.4,1,0.2,0.238,0.38,0.555,70.22,0
C_2025_03743,Nov-2025,Marketplace,106215.27,43629.75,71851.7,53689.37,56390.27,1,0.2,0.207,0.38,0.619,56.22,0
C_2025_03744,Nov-2025,DAO,126358.92,54061.8,89300.29,60016.24,67792.78,0,0.0,0.227,0.351,0.648,56.49,0
C_2025_03745,Nov-2025,Energy,117123.67,62707.32,132257.29,74243.62,89736.08,1,0.2,0.339,0.371,0.58,43.88,0
C_2025_03746,Nov-2025,DeFi,156644.29,39309.15,56292.55,40174.37,45258.69,5,1.0,0.173,0.385,0.636,86.2,0
C_2025_03747,Nov-2025,NFT,175042.61,64548.62,100384.01,80742.99,81891.88,2,0.4,0.179,0.366,0.592,86.11,0
C_2025_03748,Nov-2025,Marketplace,106177.42,54654.55,114356.88,50890.26,73300.56,1,0.2,0.397,0.388,0.639,58.55,0
C_2025_03749,Nov-2025,Wallet,135877.69,53245.52,86646.08,68911.16,69600.92,2,0.4,0.196,0.362,0.601,77.58,0
C_2025_03750,Nov-2025,DeFi,131616.66,50165.09,61867.05,61833.46,57955.2,1,0.2,0.095,0.367,0.638,68.51,0
C_2025_03751,Nov-2025,Token,71608.52,48391.15,63941.54,52710.02,55014.24,2,0.4,0.119,0.378,0.621,72.17,0
C_2025_03752,Nov-2025,Token,56052.04,56766.78,129581.73,61301.07,82549.86,1,0.2,0.403,0.369,0.568,70.56,0
C_2025_03753,Nov-2025,DeFi,142175.78,42978.04,100844.77,42305.59,62042.8,0,0.0,0.442,0.394,0.586,63.9,0
C_2025_03754,Nov-2025,DAO,105403.44,38551.22,57853.43,44965.02,47123.23,2,0.4,0.17,0.375,0.576,91.4,0
C_2025_03755,Nov-2025,DeFi,110513.66,50698.15,78815.1,47309.52,58940.92,0,0.0,0.24,0.376,0.584,93.01,0
C_2025_03756,Nov-2025,DeFi,137091.53,45770.6,256942.5734235229,45286.12,54927.44,10,1.0,0.44510154053819595,0.355,0.556,76.66,1
C_2025_03757,Nov-2025,DAO,124764.41,56250.69,75455.37,71886.19,67864.08,2,0.4,0.123,0.398,0.606,70.98,0
C_2025_03758,Nov-2025,Marketplace,104101.42,38243.64,74868.39,45147.83,52753.29,0,0.0,0.301,0.392,0.635,74.92,0
C_2025_03759,Nov-2025,DeFi,139878.8,45089.41,109980.41,43062.31,66044.05,1,0.2,0.471,0.376,0.627,83.47,0
C_2025_03760,Nov-2025,Energy,112577.2,63736.95,130421.97,75207.88,89788.93,3,0.6,0.324,0.376,0.551,77.81,0
C_2025_03761,Nov-2025,DeFi,128687.95,38780.51,57134.04,35267.52,43727.35,1,0.2,0.219,0.371,0.571,92.1,0
C_2025_03762,Nov-2025,Token,59030.62,54312.4,98514.53,70363.89,74396.94,1,0.2,0.246,0.373,0.597,84.12,0
C_2025_03763,Nov-2025,DeFi,112912.29,41591.86,103765.97,46736.39,64031.4,3,0.6,0.44,0.396,0.596,84.2,0
C_2025_03764,Nov-2025,DeFi,142816.1,41379.05,71449.45,37761.52,50196.67,2,0.4,0.301,0.359,0.596,58.85,0
C_2025_03765,Nov-2025,Wallet,91511.99,31354.69,43335.28,30491.74,35060.57,1,0.2,0.167,0.383,0.592,93.25,0
C_2025_03766,Nov-2025,Marketplace,107527.9,49971.51,77093.96,53123.65,60063.04,1,0.2,0.202,0.396,0.586,63.04,0
C_2025_03767,Nov-2025,Wallet,118798.44,55212.82,72291.06,65241.01,64248.3,1,0.2,0.109,0.363,0.555,59.81,0
C_2025_03768,Nov-2025,NFT,161428.92,38737.93,75711.06,46211.86,53553.62,5,1.0,0.298,0.363,0.6,59.73,0
C_2025_03769,Nov-2025,Wallet,105173.11,44415.72,109620.56,46137.75,66724.68,1,0.2,0.455,0.386,0.591,45.67,0
C_2025_03770,Nov-2025,DAO,129079.04,44615.04,65498.02,52594.36,54235.81,0,0.0,0.159,0.356,0.593,40.67,0
C_2025_03771,Nov-2025,Token,77801.19,28637.78,57507.2,26923.94,37689.64,0,0.0,0.372,0.381,0.616,41.42,0
C_2025_03772,Nov-2025,DeFi,152073.71,51667.58,66642.46,55039.88,57783.31,2,0.4,0.111,0.366,0.64,58.19,0
C_2025_03773,Nov-2025,NFT,164738.63,50275.54,124702.1,61837.84,78938.49,1,0.2,0.414,0.354,0.604,55.68,0
C_2025_03774,Nov-2025,DAO,126122.42,63440.69,145294.85,64236.93,90990.82,2,0.4,0.422,0.392,0.563,80.36,0
C_2025_03775,Nov-2025,Token,63683.2,53469.73,89627.96,49909.71,64335.8,2,0.4,0.279,0.388,0.633,89.89,0
C_2025_03776,Nov-2025,NFT,134011.23,65812.61,428488.95737573126,69727.06,96491.32,5,0.4,0.7418359565535424,0.354,0.552,63.55,1
C_2025_03777,Nov-2025,DAO,125825.13,49385.38,85868.09,50000.92,61751.46,1,0.2,0.276,0.355,0.561,57.55,0
C_2025_03778,Nov-2025,NFT,161566.09,55821.87,75021.71,71431.46,67425.01,1,0.2,0.124,0.353,0.611,69.71,0
C_2025_03779,Nov-2025,Marketplace,111481.95,55886.34,99054.24,55889.82,70276.8,0,0.0,0.29,0.37,0.642,42.68,0
C_2025_03780,Nov-2025,DeFi,121960.11,49140.12,96325.3,53730.9,66398.77,2,0.4,0.32,0.387,0.553,69.76,0
C_2025_03781,Nov-2025,NFT,171763.54,42188.53,94015.58,40373.76,58859.29,3,0.6,0.423,0.389,0.638,49.61,0
C_2025_03782,Nov-2025,NFT,203511.48,48901.42,86967.86,55044.34,63637.87,1,0.2,0.262,0.387,0.55,71.88,0
C_2025_03783,Nov-2025,DAO,105737.23,53718.33,87709.64,60970.0,67465.99,1,0.2,0.217,0.368,0.608,52.44,0
C_2025_03784,Nov-2025,Wallet,109490.62,45091.59,88498.05,41388.22,58325.96,0,0.0,0.367,0.374,0.63,74.54,0
C_2025_03785,Nov-2025,DeFi,126341.45,54653.37,109351.73,59950.97,74652.02,3,0.6,0.33,0.367,0.628,83.1,0
C_2025_03786,Nov-2025,Token,70298.18,53420.77,112894.65,61670.76,75995.39,1,0.2,0.346,0.37,0.612,62.37,0
C_2025_03787,Nov-2025,NFT,172380.76,42442.65,65438.25,45088.5,50989.8,0,0.0,0.201,0.357,0.63,81.75,0
C_2025_03788,Nov-2025,DeFi,134553.18,44272.51,88195.48,52478.2,61648.73,1,0.2,0.309,0.383,0.587,52.04,0
C_2025_03789,Nov-2025,Token,76556.83,45989.06,83632.54,46906.35,58842.65,3,0.6,0.298,0.381,0.556,78.02,0
C_2025_03790,Nov-2025,DAO,104149.13,60736.22,86670.62,55362.72,67589.85,1,0.2,0.202,0.373,0.589,49.62,0
C_2025_03791,Nov-2025,DAO,72881.29,55125.15,110878.29,55166.72,73723.39,0,0.0,0.356,0.391,0.62,82.47,0
C_2025_03792,Nov-2025,Energy,106292.46,46625.92,90836.2,57950.45,65137.53,2,0.4,0.288,0.391,0.64,43.12,0
C_2025_03793,Nov-2025,DAO,122536.37,30888.21,150142.86371840312,34183.18,37161.08,9,0.8,0.34630547301557885,0.383,0.592,42.31,1
C_2025_03794,Nov-2025,NFT,155509.38,57828.48,73084.26,52522.62,61145.12,2,0.4,0.143,0.398,0.597,44.32,0
C_2025_03795,Nov-2025,NFT,157876.37,50863.85,67324.11,63101.22,60429.73,1,0.2,0.116,0.375,0.572,68.48,0
C_2025_03796,Nov-2025,NFT,171006.23,45493.51,85513.57,45100.34,58702.47,1,0.2,0.323,0.374,0.621,63.65,0
C_2025_03797,Nov-2025,Wallet,113831.21,57237.51,140005.28,58018.73,85087.17,4,0.8,0.456,0.393,0.604,72.96,0
C_2025_03798,Nov-2025,Token,55883.67,48587.6,93266.54,62725.59,68193.24,3,0.6,0.273,0.358,0.572,40.35,0
C_2025_03799,Nov-2025,Wallet,122179.33,54516.46,84477.88,51067.76,63354.04,1,0.2,0.237,0.373,0.576,58.69,0
C_2025_03800,Nov-2025,DeFi,125962.46,55313.55,122860.98,63629.02,80601.18,2,0.4,0.373,0.35,0.557,81.4,0
C_2025_03801,Nov-2025,Token,47791.58,40261.92,55946.98,38769.31,44992.74,3,0.6,0.173,0.397,0.612,83.82,0
C_2025_03802,Nov-2025,DAO,109904.14,49361.07,115121.56,51103.19,71861.94,2,0.4,0.426,0.389,0.561,80.04,0
C_2025_03803,Nov-2025,DeFi,132431.18,61278.44,338943.0240724333,72997.53,87189.32,3,0.0,0.6256316813744432,0.355,0.61,40.36,1
C_2025_03804,Nov-2025,DeFi,129660.26,57167.5,87757.67,60456.26,68460.47,2,0.4,0.2,0.389,0.608,72.2,0
C_2025_03805,Nov-2025,DeFi,119665.49,55557.41,283945.62973238324,57098.64,72559.83,3,0.0,0.5249418480694746,0.355,0.564,73.82,1
C_2025_03806,Nov-2025,DeFi,132476.53,42573.5,83647.83,53708.97,59976.76,2,0.4,0.289,0.385,0.553,80.12,0
C_2025_03807,Nov-2025,DeFi,152391.33,37753.04,60495.45,36380.42,44876.3,2,0.4,0.246,0.396,0.564,80.46,0
C_2025_03808,Nov-2025,NFT,136940.84,43920.56,74885.48,52759.83,57188.63,2,0.4,0.228,0.377,0.595,90.54,0
C_2025_03809,Nov-2025,Token,83482.26,47016.43,78426.63,58347.9,61263.65,3,0.6,0.212,0.354,0.631,55.93,0
C_2025_03810,Nov-2025,Wallet,113994.67,58553.16,97187.42,66615.86,74118.81,3,0.6,0.225,0.397,0.591,87.32,0
C_2025_03811,Nov-2025,DeFi,102780.29,56072.7,422083.64329686784,52808.22,82643.34,4,0.0,0.7910709558298205,0.352,0.572,71.86,1
C_2025_03812,Nov-2025,Healthcare,83685.94,50650.97,66627.86,50321.48,55866.77,0,0.0,0.136,0.387,0.628,82.74,0
C_2025_03813,Nov-2025,Token,43715.23,49450.7,118211.86,56595.84,74752.8,1,0.2,0.413,0.4,0.635,55.47,0
C_2025_03814,Nov-2025,DeFi,135227.44,48105.38,112959.29,44059.78,68374.82,1,0.2,0.462,0.384,0.641,67.43,0
C_2025_03815,Nov-2025,Wallet,119124.93,48764.86,120271.18,45102.35,71379.46,1,0.2,0.485,0.367,0.626,82.74,0
C_2025_03816,Nov-2025,Wallet,115241.9,58303.13,96617.19,56337.39,70419.24,2,0.4,0.263,0.378,0.576,85.78,0
C_2025_03817,Nov-2025,NFT,200967.4,42550.72,80905.12,47512.54,56989.46,3,0.6,0.299,0.359,0.596,67.41,0
C_2025_03818,Nov-2025,DeFi,150754.97,49223.94,95203.17,61794.63,68740.58,1,0.2,0.282,0.356,0.637,43.09,0
C_2025_03819,Nov-2025,DeFi,145810.54,30282.6,37121.54,33499.66,33634.6,3,0.6,0.083,0.374,0.572,86.59,0
C_2025_03820,Nov-2025,Wallet,95133.58,39080.58,93434.45,50423.29,60979.44,4,0.8,0.384,0.398,0.638,53.24,0
C_2025_03821,Nov-2025,Token,58792.1,49843.52,121583.37,56278.68,75901.86,1,0.2,0.427,0.399,0.612,63.14,0
C_2025_03822,Nov-2025,Wallet,98755.16,49997.11,64872.73,56850.87,57240.24,1,0.2,0.106,0.378,0.557,91.92,0
C_2025_03823,Nov-2025,Token,61756.82,48437.65,68798.69,45443.7,54226.68,0,0.0,0.191,0.371,0.624,54.98,0
C_2025_03824,Nov-2025,DAO,118965.77,49106.77,260659.38921516776,59806.54,62242.12,5,0.0,0.36372809992551974,0.359,0.596,52.88,1
C_2025_03825,Nov-2025,DAO,129654.57,62228.48,80015.47,74240.17,72161.37,3,0.6,0.103,0.374,0.576,51.08,0
C_2025_03826,Nov-2025,Wallet,106700.19,49733.12,60257.66,50496.08,53495.62,0,0.0,0.09,0.369,0.556,42.16,0
C_2025_03827,Nov-2025,Healthcare,117872.9,52185.16,90395.28,64433.45,69004.63,0,0.0,0.231,0.389,0.556,86.11,0
C_2025_03828,Nov-2025,DeFi,133857.44,52750.75,119584.57,59323.17,77219.5,1,0.2,0.389,0.372,0.551,66.23,0
C_2025_03829,Nov-2025,Wallet,128228.08,59668.65,83866.66,63990.43,69175.25,3,0.6,0.152,0.356,0.554,56.36,0
C_2025_03830,Nov-2025,Wallet,103734.2,58751.16,81471.07,66871.35,69031.19,2,0.4,0.136,0.387,0.628,67.63,0
C_2025_03831,Nov-2025,Token,56172.76,56023.74,86930.71,52467.39,65140.62,0,0.0,0.238,0.4,0.592,91.03,0
C_2025_03832,Nov-2025,NFT,166306.0,46038.74,88631.82,47871.68,60847.41,2,0.4,0.323,0.372,0.607,57.66,0
C_2025_03833,Nov-2025,Energy,121862.67,60428.51,103701.45,61057.74,75062.57,2,0.4,0.27,0.39,0.604,68.91,0
C_2025_03834,Nov-2025,Wallet,111247.76,53627.37,122252.88,59300.66,78393.63,1,0.2,0.397,0.396,0.634,50.91,0
C_2025_03835,Nov-2025,NFT,178672.48,34065.29,66191.73,33299.69,44518.9,1,0.2,0.344,0.387,0.634,91.31,0
C_2025_03836,Nov-2025,DeFi,141971.62,46595.54,96257.78,59787.12,67546.81,1,0.2,0.311,0.385,0.643,85.35,0
C_2025_03837,Nov-2025,Token,59136.76,61812.75,131852.61,75438.64,89701.33,2,0.4,0.338,0.383,0.598,92.89,0
C_2025_03838,Nov-2025,Token,77393.76,62274.96,155206.13,58378.74,91953.28,1,0.2,0.487,0.366,0.585,89.1,0
C_2025_03839,Nov-2025,Wallet,99195.56,51439.27,82514.83,47860.3,60604.8,1,0.2,0.257,0.393,0.608,43.27,0
C_2025_03840,Nov-2025,DAO,120650.34,37847.2,61923.62,41831.4,47200.74,2,0.4,0.223,0.391,0.582,44.29,0
C_2025_03841,Nov-2025,Token,56180.54,51301.2,106556.75,49973.65,69277.2,0,0.0,0.381,0.391,0.583,45.97,0
C_2025_03842,Nov-2025,Energy,115992.5,55083.69,115063.54,69653.3,79933.51,1,0.2,0.32,0.353,0.582,44.78,0
C_2025_03843,Nov-2025,Healthcare,106084.48,50190.92,89183.86,48754.66,62709.81,2,0.4,0.299,0.367,0.649,79.53,0
C_2025_03844,Nov-2025,Marketplace,141942.31,53718.82,107772.7,48875.0,70122.17,0,0.0,0.381,0.382,0.586,43.05,0
C_2025_03845,Nov-2025,Token,59201.96,46824.52,111967.17,45942.82,68244.84,0,0.0,0.453,0.381,0.602,71.68,0
C_2025_03846,Nov-2025,DeFi,110948.73,30176.77,66764.2,29813.71,42251.56,2,0.4,0.41,0.365,0.569,41.13,0
C_2025_03847,Nov-2025,Token,61779.34,41900.96,51409.86,50330.71,47880.51,3,0.6,0.089,0.387,0.569,86.06,0
C_2025_03848,Nov-2025,Healthcare,123267.77,56678.96,90500.43,61780.27,69653.22,0,0.0,0.214,0.359,0.556,70.81,0
C_2025_03849,Nov-2025,DeFi,140758.65,51727.27,98532.19,51946.83,67402.1,0,0.0,0.327,0.394,0.598,80.55,0
C_2025_03850,Nov-2025,Token,64932.93,47255.62,76716.64,43103.39,55691.88,2,0.4,0.269,0.39,0.595,40.19,0
C_2025_03851,Nov-2025,Marketplace,114939.96,53440.68,75409.41,58229.03,62359.71,0,0.0,0.151,0.368,0.623,53.04,0
C_2025_03852,Nov-2025,Marketplace,110230.58,41738.02,79222.2,48847.32,56602.51,3,0.6,0.287,0.378,0.586,92.92,0
C_2025_03853,Nov-2025,NFT,185909.14,49433.13,108742.27,58696.18,72290.52,1,0.2,0.36,0.376,0.579,89.75,0
C_2025_03854,Nov-2025,NFT,186845.44,54627.1,96313.03,50717.75,67219.29,2,0.4,0.307,0.389,0.565,73.09,0
C_2025_03855,Nov-2025,DeFi,139492.27,64281.28,120093.81,63712.08,82695.72,1,0.2,0.32,0.351,0.628,68.97,0
C_2025_03856,Nov-2025,Token,57466.51,64036.58,116393.64,62863.83,81098.01,0,0.0,0.308,0.379,0.631,54.4,0
C_2025_03857,Nov-2025,Token,76532.45,33083.12,78746.66,31609.35,47813.04,1,0.2,0.458,0.352,0.616,75.17,0
C_2025_03858,Nov-2025,DAO,102479.31,31613.55,73071.35,30538.46,45074.45,1,0.2,0.439,0.37,0.607,90.65,0
C_2025_03859,Nov-2025,Wallet,108963.96,51067.07,81339.01,49270.91,60559.0,2,0.4,0.243,0.39,0.601,46.59,0
C_2025_03860,Nov-2025,DAO,134137.89,42337.55,90389.47,49032.84,60586.62,0,0.0,0.351,0.365,0.623,88.41,0
C_2025_03861,Nov-2025,DeFi,140421.61,66589.68,93354.78,74534.93,78159.8,4,0.8,0.144,0.371,0.603,67.75,0
C_2025_03862,Nov-2025,NFT,170548.18,53615.64,68277.1,67906.94,63266.56,0,0.0,0.108,0.369,0.603,93.67,0
C_2025_03863,Nov-2025,NFT,127288.92,62880.23,123165.39,81010.06,89018.56,1,0.2,0.284,0.39,0.634,77.99,0
C_2025_03864,Nov-2025,Marketplace,101177.97,65641.05,372682.4238397453,78443.02,92537.11,5,0.0,0.5260411976748526,0.363,0.569,86.27,1
C_2025_03865,Nov-2025,Token,60810.3,65321.73,148533.27,77518.11,97124.37,1,0.2,0.378,0.375,0.621,51.41,0
C_2025_03866,Nov-2025,Token,58337.44,35784.65,79893.64,39271.16,51649.82,1,0.2,0.388,0.361,0.642,57.48,0
C_2025_03867,Nov-2025,Wallet,96356.81,51747.14,91308.68,65280.13,69445.31,2,0.4,0.236,0.366,0.583,75.45,0
C_2025_03868,Nov-2025,DeFi,153653.95,49819.4,105203.34,49845.48,68289.4,5,1.0,0.382,0.395,0.61,68.67,0
C_2025_03869,Nov-2025,DeFi,142591.65,47478.73,64549.48,51723.37,54583.86,2,0.4,0.133,0.375,0.576,87.13,0
C_2025_03870,Nov-2025,DeFi,143596.79,53189.15,82914.25,61424.04,65842.48,2,0.4,0.19,0.35,0.609,73.75,0
C_2025_03871,Nov-2025,DeFi,163279.7,54618.95,77416.62,64117.87,65384.48,1,0.2,0.143,0.367,0.597,74.19,0
C_2025_03872,Nov-2025,Token,64511.8,59971.72,97165.63,65679.63,74272.33,2,0.4,0.22,0.378,0.579,51.5,0
C_2025_03873,Nov-2025,Token,61954.21,42568.77,53757.79,48247.15,48191.24,0,0.0,0.095,0.369,0.577,74.67,0
C_2025_03874,Nov-2025,DeFi,135726.13,58026.44,110555.24,67753.61,78778.43,0,0.0,0.29,0.356,0.559,45.4,0
C_2025_03875,Nov-2025,Wallet,112714.45,36477.21,49210.89,46473.66,44053.92,2,0.4,0.124,0.393,0.63,89.62,0
C_2025_03876,Nov-2025,NFT,204454.65,51143.62,220759.50843527462,47581.52,54502.46,3,0.0,0.2584311385924516,0.396,0.556,45.51,1
C_2025_03877,Nov-2025,Token,67474.81,53163.39,178095.26514127332,48311.64,56018.36,7,0.6,0.23737102713445124,0.369,0.589,80.38,1
C_2025_03878,Nov-2025,Token,57594.66,46659.69,101309.38,50542.07,66170.38,0,0.0,0.376,0.39,0.609,66.92,0
C_2025_03879,Nov-2025,NFT,176273.94,66456.23,135766.49,82870.61,95031.11,3,0.6,0.311,0.359,0.584,78.12,0
C_2025_03880,Nov-2025,Healthcare,87535.7,38110.44,280615.7190113549,34384.29,51948.06,7,0.4,0.6495887131136812,0.367,0.567,58.38,1
C_2025_03881,Nov-2025,NFT,151511.86,33690.91,69874.63,36434.3,46666.62,2,0.4,0.352,0.364,0.558,92.01,0
C_2025_03882,Nov-2025,Token,69171.37,50671.15,110021.54,55572.31,72088.33,1,0.2,0.373,0.387,0.628,69.08,0
C_2025_03883,Nov-2025,DeFi,128653.53,50688.75,64564.59,56484.87,57246.07,1,0.2,0.099,0.354,0.645,85.66,0
C_2025_03884,Nov-2025,Token,55880.55,59558.15,138926.86,67849.17,88778.06,2,0.4,0.401,0.365,0.589,71.23,0
C_2025_03885,Nov-2025,NFT,177584.99,54617.13,76004.74,49308.26,59976.71,2,0.4,0.192,0.39,0.645,81.14,0
C_2025_03886,Nov-2025,DeFi,124197.84,40708.36,89038.05,51405.3,60383.9,3,0.6,0.343,0.364,0.587,93.65,0
C_2025_03887,Nov-2025,DeFi,127040.29,53514.4,79874.89,63791.06,65726.78,3,0.6,0.165,0.396,0.626,60.25,0
C_2025_03888,Nov-2025,DeFi,125149.05,52164.75,71480.17,66352.25,63332.39,0,0.0,0.129,0.35,0.589,45.71,0
C_2025_03889,Nov-2025,NFT,121670.24,44969.99,85476.75,44541.78,58329.5,1,0.2,0.329,0.372,0.611,91.16,0
C_2025_03890,Nov-2025,DAO,120670.28,57624.06,92221.47,72336.49,74060.67,2,0.4,0.191,0.38,0.614,56.23,0
C_2025_03891,Nov-2025,Wallet,108991.22,37979.1,189310.82656042054,48218.72,49242.48,5,0.2,0.37707144563189887,0.381,0.558,81.62,1
C_2025_03892,Nov-2025,NFT,171972.35,62514.25,152685.26,70749.61,95316.37,3,0.6,0.427,0.351,0.623,93.07,0
C_2025_03893,Nov-2025,Wallet,85016.55,46906.02,87950.53,55882.65,63579.73,0,0.0,0.277,0.394,0.639,69.77,0
C_2025_03894,Nov-2025,DeFi,135367.38,43708.13,60282.22,48210.89,50733.75,0,0.0,0.138,0.379,0.582,85.7,0
C_2025_03895,Nov-2025,Wallet,100103.55,49097.34,70309.83,55917.95,58441.71,1,0.2,0.151,0.372,0.603,54.74,0
C_2025_03896,Nov-2025,Energy,101978.14,46163.01,62389.79,57777.23,55443.34,1,0.2,0.123,0.371,0.614,91.05,0
C_2025_03897,Nov-2025,Marketplace,108007.33,59518.83,98514.95,69574.85,75869.54,1,0.2,0.218,0.388,0.57,60.91,0
C_2025_03898,Nov-2025,NFT,177589.4,58454.08,75270.95,64487.68,66070.91,2,0.4,0.105,0.372,0.642,76.2,0
C_2025_03899,Nov-2025,DeFi,143008.31,55577.81,73246.07,62948.24,63924.04,1,0.2,0.113,0.36,0.628,48.88,0
